Name,Given Name,Additional Name,Family Name,Yomi Name,Given Name Yomi,Additional Name Yomi,Family Name Yomi,Name Prefix,Name Suffix,Initials,Nickname,Short Name,Maiden Name,Birthday,Gender,Location,Billing Information,Directory Server,Mileage,Occupation,Hobby,Sensitivity,Priority,Subject,Notes,Language,Photo,Group Membership,E-mail 1 - Type,E-mail 1 - Value,Phone 1 - Type,Phone 1 - Value
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 18147346738
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14125800000
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 17243783450
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14124641725
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 17176023464
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14123211234
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14125081659
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 17174642414
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14128539110
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14122515948
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14128204488
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 18144543891
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14128020787
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14123810507
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14124047343
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14124204038
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14127355889
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14128724389
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 18146166644
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14123640521
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14126575446
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 17246547973
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14848183555
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14128413639
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14129653126
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14125635371
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 18143929999
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14125272476
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14124416193
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14125835903
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14126617439
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14129180884
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 17247977208
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14124318967
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14123212859
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14125831397
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14129834466
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14129692216
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 17246582189
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 17243782104
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14124911406
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14127444357
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14124180293
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14127846704
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14129167972
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14124917422
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14125831952
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 17248569305
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14126543108
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14127417792
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14126211055
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 17177283149
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 17178012986
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14127730495
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14123632610
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14127229856
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14123229994
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14122437491
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14124170013
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14128948531
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14123222581
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14124293240
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 17244943546
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14127787996
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14123010183
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14124690202
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 16108219338
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14124963725
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 17175269589
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14126820830
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14129737897
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 17244138374
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14126650625
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14126920960
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14123037560
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14129530224
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 17249248082
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14125376280
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14126814456
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 18147344302
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14127780122
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14122772394
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14126610205
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14123947046
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14127310262
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 17179173100
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14128533329
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14123925388
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14126578225
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 17176156536
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14125864486
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14126837673
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14128050445
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14126385221
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14125830996
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14124613391
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14124224543
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 17173338356
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 17247322128
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 17177197964
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14129453222
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14126212352
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14124663296
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14129150888
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14125120000
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14124640286
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 17178454360
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14126286920
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14127664381
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14128536798
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14128183121
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 18143841736
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14126394517
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14127318109
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14123612456
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14122657757
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14125510236
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14124083250
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14126614102
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 16104780717
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14126574541
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14125765215
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14127281242
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14129697034
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14126807661
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14124001854
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14847146263
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14126280803
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14122432945
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14124001103
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14128292833
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 18144905687
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14126298262
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14128538559
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14123811926
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 17246522808
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 17179218091
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14127952649
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 17175425309
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14125926643
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14127148782
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 17174127842
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14124812972
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 17174393056
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14126830317
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14128129877
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14129310174
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14123615403
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14122773448
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14126820274
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 17177996601
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14128187164
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14123350477
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 16109299285
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14125378172
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14124314643
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14129692074
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14123612657
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14127277729
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14848968994
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14128715843
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14126213290
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 17176001219
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14129523336
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14124678296
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 16106267353
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 17174131737
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14129695064
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14129563304
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14128054881
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 18143084521
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 17174226564
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 17243757573
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14123376948
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14122432219
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14126889499
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 17179820319
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14129043916
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 17242034785
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14125510330
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14123711236
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 17177253544
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14127603625
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14126384615
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14126610304
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14129212702
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14126079534
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14125610446
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14127617377
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14128056139
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14124251619
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14125809284
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14124153084
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14127047873
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14123618010
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 17248136327
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14123716380
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14123660813
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 18147343639
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14127283673
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14124212019
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14127064096
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14126610596
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14127312749
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14129134019
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14125211924
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 17246527717
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 17176579696
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14124017068
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14125212158
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14129166476
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14122522858
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 17248616248
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14849042836
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 17173943542
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14124771085
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 17246987221
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 17249796582
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 17177988282
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14123358719
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 17177415480
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14126820725
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14125218171
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14123166643
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14125371466
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14123224476
",,,Imported on 10/31 ::: * myContacts,,,,
